872
10
9055902
3613
 0 1 1 49 91  13 (D 0,1,1) (S 59,2,1) (S 40,1,30) (S 49,30,1) (S 23,3,9) (S 43,3,2) (S 47,4,9) (S 52,29,30) (S 51,30,29) (S 34,26,28) (S 60,31,5) (S 21,26,27) (D 0,1,1)
 0 1 2 50 100  12 (D 0,1,1) (S 19,1,31) (S 41,12,11) (S 45,10,16) (S 55,15,14) (S 48,14,10) (S 36,10,5) (S 31,15,16) (S 44,6,5) (S 28,29,31) (S 25,24,27) (D 0,1,1)
 0 1 3 50 77  8 (D 0,1,1) (S 26,1,7) (S 27,6,31) (S 35,5,10) (S 16,27,27) (S 50,23,26) (S 38,29,28) (D 0,1,1)
 0 1 4 50 93  10 (D 0,1,1) (S 22,3,4) (S 32,13,12) (S 57,12,13) (S 58,9,4) (S 24,13,19) (S 42,21,18) (S 54,18,12) (S 10,17,17) (D 0,1,1)
 0 1 5 50 107  9 (D 0,1,1) (S 29,23,25) (S 15,25,25) (S 14,23,23) (S 20,9,13) (S 37,19,18) (S 53,18,21) (S 11,18,18) (D 0,1,1)
 0 1 6 48 104  10 (D 0,1,1) (S 17,28,28) (S 2,5,5) (S 18,4,13) (S 33,11,6) (S 3,6,6) (S 7,11,11) (S 9,16,16) (S 8,14,14) (D 0,1,1)
 0 1 7 42 86  6 (D 0,1,1) (S 6,10,10) (S 46,17,11) (S 56,12,18) (S 30,21,22) (D 0,1,1)
 0 1 8 49 67  5 (D 0,1,1) (S 4,7,7) (S 39,7,8) (S 5,8,8) (D 0,1,1)
 0 1 9 34 84  4 (D 0,1,1) (S 1,2,2) (S 13,20,20) (D 0,1,1)
 0 1 10 29 63  3 (D 0,1,1) (S 12,19,19) (D 0,1,1)
