23866
28
2414
2414
 0 1 1 129 615  6 (D 0,1,1) (S 112,4,69) (S 111,59,69) (S 17,59,59) (S 93,52,54) (D 0,1,1)
 0 1 2 130 1052  10 (D 0,1,1) (S 72,37,38) (S 83,44,46) (S 126,44,59) (S 110,58,69) (S 84,46,47) (S 89,49,51) (S 125,21,51) (S 92,52,53) (D 0,1,1)
 0 1 3 129 1055  6 (D 0,1,1) (S 66,31,32) (S 5,34,34) (S 67,32,33) (S 23,53,53) (D 0,1,1)
 0 1 4 129 988  7 (D 0,1,1) (S 64,30,31) (S 69,32,35) (S 77,40,41) (S 98,42,57) (S 96,55,56) (D 0,1,1)
 0 1 5 130 958  10 (D 0,1,1) (S 63,25,29) (S 58,25,26) (S 62,28,29) (S 57,25,75) (S 120,23,75) (S 59,23,26) (S 15,28,28) (S 55,22,24) (D 0,1,1)
 0 1 6 129 1389  12 (D 0,1,1) (S 73,37,39) (S 9,40,40) (S 76,35,41) (S 97,42,56) (S 74,39,40) (S 75,35,39) (S 116,72,73) (S 115,71,73) (S 114,71,72) (S 117,73,74) (D 0,1,1)
 0 1 7 128 936  10 (D 0,1,1) (S 56,24,25) (S 61,26,28) (S 60,26,27) (S 95,19,50) (S 88,49,50) (S 94,24,53) (S 91,51,53) (S 90,50,52) (D 0,1,1)
 0 1 8 125 950  10 (D 0,1,1) (S 52,19,21) (S 27,51,51) (S 53,21,22) (S 87,47,49) (S 85,47,48) (S 44,13,14) (S 123,15,77) (S 36,5,7) (D 0,1,1)
 0 1 9 128 875  9 (D 0,1,1) (S 51,18,20) (S 121,12,76) (S 42,12,16) (S 46,13,77) (S 48,15,18) (S 122,20,76) (S 43,13,16) (D 0,1,1)
 0 1 10 129 1011  7 (D 0,1,1) (S 54,22,75) (S 65,23,31) (S 68,32,34) (S 4,22,22) (S 82,45,46) (D 0,1,1)
 0 1 11 130 844  8 (D 0,1,1) (S 50,19,20) (S 20,12,12) (S 124,76,77) (S 47,15,17) (S 45,14,15) (S 35,5,6) (D 0,1,1)
 0 1 12 129 1070  6 (D 0,1,1) (S 70,33,36) (S 71,33,37) (S 78,41,42) (S 106,63,64) (D 0,1,1)
 0 1 13 128 934  8 (D 0,1,1) (S 49,18,19) (S 30,46,46) (S 81,44,45) (S 79,42,43) (S 18,57,57) (S 33,2,4) (D 0,1,1)
 0 1 14 126 632  4 (D 0,1,1) (S 80,43,44) (S 11,45,45) (D 0,1,1)
 0 1 15 130 664  6 (D 0,1,1) (S 41,11,12) (S 10,76,76) (S 21,16,16) (S 40,10,11) (D 0,1,1)
 0 1 16 129 579  5 (D 0,1,1) (S 38,8,9) (S 101,11,59) (S 100,58,59) (D 0,1,1)
 0 1 17 117 602  5 (D 0,1,1) (S 37,7,8) (S 39,9,10) (S 86,11,48) (D 0,1,1)
 0 1 18 125 435  5 (D 0,1,1) (S 34,4,5) (S 3,8,8) (S 24,9,9) (D 0,1,1)
 0 1 19 118 869  4 (D 0,1,1) (S 118,18,72) (S 12,77,77) (D 0,1,1)
 0 1 20 118 838  7 (D 0,1,1) (S 108,62,66) (S 128,62,67) (S 119,56,67) (S 107,63,65) (S 32,2,3) (D 0,1,1)
 0 1 21 130 800  6 (D 0,1,1) (S 105,62,63) (S 6,62,62) (S 127,60,67) (S 1,41,41) (D 0,1,1)
 0 1 22 129 849  6 (D 0,1,1) (S 104,60,62) (S 103,60,61) (S 29,43,43) (S 31,1,2) (D 0,1,1)
 0 1 23 120 775  5 (D 0,1,1) (S 109,66,68) (S 7,67,67) (S 14,56,56) (D 0,1,1)
 0 1 24 111 639  4 (D 0,1,1) (S 102,58,60) (S 99,57,58) (D 0,1,1)
 0 1 25 125 1039  5 (D 0,1,1) (S 28,70,70) (S 19,48,48) (S 26,50,50) (D 0,1,1)
 0 1 26 113 780  5 (D 0,1,1) (S 22,24,24) (S 8,54,54) (S 13,13,13) (D 0,1,1)
 0 1 27 89 949  4 (D 0,1,1) (S 113,70,71) (S 25,44,44) (D 0,1,1)
 0 1 28 91 739  4 (D 0,1,1) (S 2,65,65) (S 16,68,68) (D 0,1,1)
