84019
37
294085
10796
 0 1 1 1607 2500  10 (D 0,1,1) (S 124,2,3) (S 131,12,3) (S 132,12,19) (S 89,28,37) (S 162,35,27) (S 24,28,28) (S 152,29,39) (S 50,55,55) (D 0,1,1)
 0 1 2 1615 2382  9 (D 0,1,1) (S 125,3,2) (S 66,9,11) (S 77,18,26) (S 161,34,36) (S 94,34,35) (S 177,55,56) (S 148,27,18) (D 0,1,1)
 0 1 3 1602 2525  9 (D 0,1,1) (S 126,3,12) (S 71,13,19) (S 90,28,38) (S 166,39,29) (S 154,30,31) (S 146,25,30) (S 173,49,58) (D 0,1,1)
 0 1 4 1594 2337  7 (D 0,1,1) (S 98,37,43) (S 105,44,47) (S 164,38,37) (S 104,43,44) (S 111,47,56) (D 0,1,1)
 0 1 5 1598 2174  7 (D 0,1,1) (S 97,36,45) (S 118,52,54) (S 117,52,53) (S 109,46,53) (S 171,46,43) (D 0,1,1)
 0 1 6 1616 2495  9 (D 0,1,1) (S 96,36,37) (S 95,35,37) (S 170,43,46) (S 119,53,55) (S 49,54,54) (S 48,53,53) (S 53,58,58) (D 0,1,1)
 0 1 7 1608 2485  7 (D 0,1,1) (S 91,31,40) (S 114,49,50) (S 168,41,50) (S 180,59,58) (S 23,27,27) (D 0,1,1)
 0 1 8 1606 2698  9 (D 0,1,1) (S 92,32,41) (S 158,32,33) (S 169,42,51) (S 55,60,60) (S 176,51,60) (S 175,51,42) (S 101,40,41) (D 0,1,1)
 0 1 9 1584 2766  10 (D 0,1,1) (S 87,27,28) (S 151,29,30) (S 156,31,32) (S 159,33,24) (S 160,33,32) (S 28,33,33) (S 179,58,59) (S 134,15,23) (D 0,1,1)
 0 1 10 1590 2366  8 (D 0,1,1) (S 86,26,34) (S 163,36,34) (S 31,36,36) (S 29,34,34) (S 35,40,40) (S 100,39,40) (D 0,1,1)
 0 1 11 1533 2360  7 (D 0,1,1) (S 81,20,29) (S 153,30,29) (S 155,31,22) (S 141,23,24) (S 93,33,42) (D 0,1,1)
 0 1 12 1596 2355  8 (D 0,1,1) (S 80,20,21) (S 138,20,25) (S 157,32,31) (S 145,25,21) (S 139,22,31) (S 8,10,10) (D 0,1,1)
 0 1 13 1589 2213  7 (D 0,1,1) (S 79,19,28) (S 150,29,19) (S 88,28,29) (S 26,31,31) (S 144,25,20) (D 0,1,1)
 0 1 14 1583 2106  6 (D 0,1,1) (S 78,19,20) (S 82,21,22) (S 140,23,15) (S 5,6,6) (D 0,1,1)
 0 1 15 1570 2313  7 (D 0,1,1) (S 99,38,44) (S 110,47,48) (S 167,39,48) (S 34,39,39) (S 172,48,39) (D 0,1,1)
 0 1 16 1544 2273  6 (D 0,1,1) (S 85,25,31) (S 27,32,32) (S 142,24,16) (S 143,24,23) (D 0,1,1)
 0 1 17 1543 2489  7 (D 0,1,1) (S 103,41,42) (S 46,51,51) (S 123,59,60) (S 174,50,41) (S 4,5,5) (D 0,1,1)
 0 1 18 1610 2173  7 (D 0,1,1) (S 76,17,26) (S 136,17,11) (S 137,18,19) (S 18,20,20) (S 25,29,29) (D 0,1,1)
 0 1 19 1567 2090  6 (D 0,1,1) (S 72,13,20) (S 19,21,21) (S 83,22,23) (S 20,22,22) (D 0,1,1)
 0 1 20 1609 2542  8 (D 0,1,1) (S 70,13,14) (S 75,15,16) (S 21,24,24) (S 135,16,24) (S 128,7,16) (S 68,11,18) (D 0,1,1)
 0 1 21 1592 2123  8 (D 0,1,1) (S 67,10,11) (S 16,18,18) (S 30,35,35) (S 32,37,37) (S 38,43,43) (S 39,44,44) (D 0,1,1)
 0 1 22 1585 2279  6 (D 0,1,1) (S 74,14,22) (S 84,23,32) (S 57,1,8) (S 7,9,9) (D 0,1,1)
 0 1 23 1462 2075  5 (D 0,1,1) (S 73,14,15) (S 64,6,15) (S 63,6,7) (D 0,1,1)
 0 1 24 1536 2282  6 (D 0,1,1) (S 106,45,46) (S 42,47,47) (S 165,38,39) (S 113,48,57) (D 0,1,1)
 0 1 25 1440 1740  6 (D 0,1,1) (S 65,8,9) (S 9,11,11) (S 69,12,13) (S 3,4,4) (D 0,1,1)
 0 1 26 1606 2129  6 (D 0,1,1) (S 129,8,10) (S 56,1,2) (S 59,3,4) (S 127,5,14) (D 0,1,1)
 0 1 27 1519 1945  7 (D 0,1,1) (S 6,8,8) (S 130,10,17) (S 147,26,27) (S 15,17,17) (S 22,26,26) (D 0,1,1)
 0 1 28 1380 2039  5 (D 0,1,1) (S 58,2,9) (S 120,54,55) (S 178,56,55) (D 0,1,1)
 0 1 29 1580 2307  7 (D 0,1,1) (S 2,3,3) (S 10,12,12) (S 11,13,13) (S 133,14,5) (S 36,41,41) (D 0,1,1)
 0 1 30 1606 2407  6 (D 0,1,1) (S 1,2,2) (S 121,56,57) (S 54,59,59) (S 45,50,50) (D 0,1,1)
 0 1 31 1603 2359  7 (D 0,1,1) (S 107,45,52) (S 40,45,45) (S 47,52,52) (S 149,27,26) (S 33,38,38) (D 0,1,1)
 0 1 32 1593 2330  6 (D 0,1,1) (S 61,4,13) (S 12,14,14) (S 13,15,15) (S 102,40,49) (D 0,1,1)
 0 1 33 1354 2233  5 (D 0,1,1) (S 60,4,5) (S 115,50,51) (S 116,50,59) (D 0,1,1)
 0 1 34 1582 2318  6 (D 0,1,1) (S 108,46,47) (S 51,56,56) (S 122,57,58) (S 43,48,48) (D 0,1,1)
 0 1 35 1292 2015  5 (D 0,1,1) (S 41,46,46) (S 44,49,49) (S 112,48,49) (D 0,1,1)
 0 1 36 1293 2081  5 (D 0,1,1) (S 17,19,19) (S 14,16,16) (S 37,42,42) (D 0,1,1)
 0 1 37 898 1715  4 (D 0,1,1) (S 52,57,57) (S 62,5,6) (D 0,1,1)
