688
10
8381994
2351
 0 1 1 27 101  11 (D 0,1,1) (S 21,1,24) (S 35,1,19) (S 17,1,15) (S 30,12,13) (S 23,15,17) (S 32,13,14) (S 22,23,26) (S 25,25,26) (S 24,6,7) (D 0,1,1)
 0 1 2 27 50  8 (D 0,1,1) (S 12,2,1) (S 19,1,17) (S 33,15,20) (S 40,20,21) (S 44,21,25) (S 7,14,14) (D 0,1,1)
 0 1 3 27 61  7 (D 0,1,1) (S 13,1,27) (S 39,22,25) (S 31,14,21) (S 26,14,18) (S 28,14,20) (D 0,1,1)
 0 1 4 27 70  7 (D 0,1,1) (S 20,13,15) (S 34,3,4) (S 16,4,6) (S 14,4,10) (S 29,3,6) (D 0,1,1)
 0 1 5 24 97  7 (D 0,1,1) (S 6,10,10) (S 15,5,9) (S 27,6,10) (S 8,16,16) (S 37,18,25) (D 0,1,1)
 0 1 6 25 48  6 (D 0,1,1) (S 2,3,3) (S 43,3,8) (S 38,8,9) (S 5,6,6) (D 0,1,1)
 0 1 7 27 51  5 (D 0,1,1) (S 1,2,2) (S 42,24,27) (S 45,23,24) (D 0,1,1)
 0 1 8 21 78  5 (D 0,1,1) (S 18,22,23) (S 11,26,26) (S 36,7,11) (D 0,1,1)
 0 1 9 26 85  5 (D 0,1,1) (S 9,18,18) (S 10,21,21) (S 41,6,9) (D 0,1,1)
 0 1 10 18 47  4 (D 0,1,1) (S 4,5,5) (S 3,4,4) (D 0,1,1)
