1220
10
1889
1889
 0 1 1 70 125  15 (D 0,1,1) (S 86,10,17) (S 67,18,19) (S 76,11,6) (S 102,5,6) (S 40,5,10) (S 70,11,12) (S 10,11,11) (S 11,12,12) (S 6,7,7) (S 53,3,6) (S 4,5,5) (S 94,2,3) (S 66,28,27) (D 0,1,1)
 0 1 2 70 151  19 (D 0,1,1) (S 87,23,15) (S 82,23,29) (S 63,30,39) (S 55,30,38) (S 71,36,38) (S 59,37,29) (S 24,30,30) (S 97,29,24) (S 84,29,23) (S 61,27,35) (S 81,39,47) (S 80,46,45) (S 92,44,37) (S 73,43,35) (S 83,26,25) (S 103,33,34) (S 62,37,38) (D 0,1,1)
 0 1 3 70 132  16 (D 0,1,1) (S 79,15,16) (S 52,17,24) (S 49,23,28) (S 50,26,34) (S 91,35,43) (S 39,42,43) (S 37,48,48) (S 99,49,50) (S 100,49,48) (S 38,49,49) (S 68,48,43) (S 32,41,41) (S 98,20,25) (S 21,27,27) (D 0,1,1)
 0 1 4 70 114  12 (D 0,1,1) (S 89,16,1) (S 72,23,24) (S 23,29,29) (S 31,39,39) (S 88,47,40) (S 96,32,31) (S 48,32,40) (S 26,32,32) (S 93,31,39) (S 25,31,31) (D 0,1,1)
 0 1 5 69 113  14 (D 0,1,1) (S 65,22,14) (S 42,9,14) (S 8,9,9) (S 95,14,22) (S 101,13,8) (S 69,1,9) (S 13,14,14) (S 43,20,21) (S 74,22,13) (S 17,21,21) (S 56,13,21) (S 18,22,22) (D 0,1,1)
 0 1 6 69 115  9 (D 0,1,1) (S 45,28,36) (S 30,38,38) (S 29,36,36) (S 36,46,46) (S 41,45,50) (S 35,45,45) (S 60,25,33) (D 0,1,1)
 0 1 7 69 159  13 (D 0,1,1) (S 44,28,29) (S 54,33,41) (S 77,34,35) (S 85,50,49) (S 34,44,44) (S 64,43,48) (S 33,43,43) (S 78,1,16) (S 51,17,18) (S 75,19,32) (S 57,1,15) (D 0,1,1)
 0 1 8 68 133  11 (D 0,1,1) (S 22,28,28) (S 46,26,27) (S 20,25,25) (S 27,33,33) (S 47,34,42) (S 7,8,8) (S 12,13,13) (S 28,35,35) (S 19,24,24) (D 0,1,1)
 0 1 9 69 93  7 (D 0,1,1) (S 90,16,15) (S 15,16,16) (S 16,17,17) (S 9,10,10) (S 5,6,6) (D 0,1,1)
 0 1 10 30 85  7 (D 0,1,1) (S 14,15,15) (S 3,4,4) (S 2,3,3) (S 1,2,2) (S 58,47,39) (D 0,1,1)
