2941
18
4162
4162
 0 1 1 74 142  13 (D 0,1,1) (S 110,6,1) (S 109,5,1) (S 66,14,22) (S 139,23,15) (S 134,14,13) (S 130,12,11) (S 131,19,11) (S 90,26,34) (S 160,30,26) (S 162,30,27) (S 147,26,19) (D 0,1,1)
 0 1 2 75 159  12 (D 0,1,1) (S 62,12,20) (S 123,13,7) (S 108,2,1) (S 61,12,13) (S 120,12,6) (S 39,1,6) (S 38,1,5) (S 94,27,36) (S 172,37,31) (S 171,32,31) (D 0,1,1)
 0 1 3 75 165  12 (D 0,1,1) (S 57,9,16) (S 141,24,16) (S 125,14,8) (S 114,9,3) (S 126,10,9) (S 128,16,9) (S 122,8,7) (S 41,2,7) (S 40,2,3) (S 136,15,14) (D 0,1,1)
 0 1 4 74 147  12 (D 0,1,1) (S 52,7,13) (S 135,21,13) (S 133,20,12) (S 121,13,6) (S 37,1,2) (S 112,7,2) (S 119,7,6) (S 80,21,27) (S 144,26,18) (S 143,19,18) (D 0,1,1)
 0 1 5 75 159  12 (D 0,1,1) (S 50,6,13) (S 146,20,19) (S 78,20,30) (S 170,34,30) (S 161,34,26) (S 149,30,20) (S 132,13,12) (S 64,13,21) (S 151,27,21) (S 9,41,41) (D 0,1,1)
 0 1 6 74 169  14 (D 0,1,1) (S 116,6,5) (S 91,27,30) (S 175,34,33) (S 176,39,33) (S 169,39,29) (S 106,33,40) (S 12,34,40) (S 11,34,35) (S 25,41,49) (S 24,41,48) (S 23,41,42) (S 31,44,50) (D 0,1,1)
 0 1 7 73 131  11 (D 0,1,1) (S 49,6,12) (S 63,13,14) (S 127,15,9) (S 111,3,2) (S 51,7,8) (S 56,9,15) (S 84,23,31) (S 157,32,24) (S 156,25,24) (D 0,1,1)
 0 1 8 74 157  11 (D 0,1,1) (S 48,6,7) (S 54,8,14) (S 68,15,23) (S 150,22,21) (S 93,27,35) (S 165,36,27) (S 98,29,39) (S 107,33,46) (S 104,33,34) (D 0,1,1)
 0 1 9 75 163  12 (D 0,1,1) (S 59,11,12) (S 77,20,21) (S 92,27,31) (S 166,32,28) (S 103,32,38) (S 153,31,22) (S 152,23,22) (S 83,23,24) (S 142,25,17) (S 138,16,15) (D 0,1,1)
 0 1 10 74 176  12 (D 0,1,1) (S 55,9,10) (S 113,4,3) (S 115,10,4) (S 58,10,17) (S 70,16,24) (S 87,25,28) (S 102,32,37) (S 155,31,23) (S 101,31,37) (S 27,42,44) (D 0,1,1)
 0 1 11 75 146  11 (D 0,1,1) (S 47,5,18) (S 76,19,26) (S 99,30,34) (S 164,35,27) (S 145,29,18) (S 75,19,20) (S 148,21,20) (S 79,21,22) (S 5,23,23) (D 0,1,1)
 0 1 12 72 169  13 (D 0,1,1) (S 60,11,19) (S 117,11,5) (S 89,26,30) (S 88,26,29) (S 168,33,29) (S 105,33,39) (S 159,29,26) (S 97,29,33) (S 178,46,33) (S 33,46,47) (S 22,40,47) (D 0,1,1)
 0 1 13 74 157  11 (D 0,1,1) (S 46,5,11) (S 1,19,19) (S 74,18,29) (S 177,40,33) (S 21,40,41) (S 35,48,49) (S 34,47,48) (S 36,49,50) (S 28,43,45) (D 0,1,1)
 0 1 14 75 155  12 (D 0,1,1) (S 45,5,6) (S 10,7,7) (S 53,8,9) (S 82,22,31) (S 173,37,32) (S 158,28,25) (S 154,24,23) (S 137,22,14) (S 67,15,16) (S 124,9,8) (D 0,1,1)
 0 1 15 74 165  11 (D 0,1,1) (S 18,37,43) (S 167,38,28) (S 3,25,25) (S 86,24,32) (S 96,28,38) (S 100,31,32) (S 95,28,32) (S 17,37,38) (S 32,45,50) (D 0,1,1)
 0 1 16 75 201  12 (D 0,1,1) (S 26,42,43) (S 20,38,45) (S 174,38,32) (S 163,31,27) (S 16,36,42) (S 30,44,49) (S 19,38,43) (S 15,36,37) (S 29,43,50) (S 85,24,25) (D 0,1,1)
 0 1 17 75 196  13 (D 0,1,1) (S 42,3,4) (S 8,10,10) (S 44,4,10) (S 6,4,4) (S 43,3,9) (S 81,22,23) (S 140,17,16) (S 65,14,15) (S 69,16,17) (S 4,3,3) (S 72,18,19) (D 0,1,1)
 0 1 18 72 184  10 (D 0,1,1) (S 7,5,5) (S 118,18,5) (S 73,18,26) (S 129,17,10) (S 71,17,25) (S 14,35,41) (S 13,35,36) (S 2,49,49) (D 0,1,1)
